TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-11-11.jpg,SITTOR,0.7367,0.3653,,,0.9799,0.688,
VALIDATION,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-11-57.jpg,MESCHA,0.6311,0.2056,,,1.0,0.9805,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-11-59.jpg,SITTOR,0.5066,0.484,,,1.0,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-12-05.jpg,MESCHA,0.6654,0.4433,,,1.0,0.9984,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-12-51.jpg,MESCHA,0.6302,0.4574,,,1.0,0.9913,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-13-18.jpg,SITTOR,0.8151,0.4485,,,1.0,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-13-19.jpg,SITTOR,0.6322,0.5504,,,0.996,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-13-21.jpg,SITTOR,0.5347,0.3758,,,0.998,0.8529,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-13-23.jpg,SITTOR,0.3598,0.3333,,,0.8382,0.7749,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-13-26.jpg,SITTOR,0.3488,0.3722,,,0.8452,0.7714,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-15-17.jpg,MESCHA,0.7558,0.4326,,,0.9387,0.9186,
VALIDATION,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-16-33.jpg,PINARB,0.563,0.543,,,0.6522,0.643,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-16-33.jpg,SITTOR,0.5311,0.5298,,,1.0,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-16-36.jpg,PINARB,0.5759,0.5319,,,0.6352,0.633,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-16-36.jpg,SITTOR,0.6201,0.562,,,0.991,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-17-30.jpg,MESCHA,0.5184,0.3429,,,0.8058,0.7142,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-18-27.jpg,MESBLE,0.7375,0.4188,,,0.9441,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-18-28.jpg,SITTOR,0.5291,0.2769,,,0.9514,0.9168,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-18-52.jpg,MESCHA,0.6282,0.539,,,1.0,0.9983,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-19-29.jpg,MESCHA,0.591,0.4948,,,0.984,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-19-30.jpg,MESCHA,0.6694,0.5816,,,0.8895,1.0,
VALIDATION,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-19-32.jpg,MESCHA,0.4352,0.4156,,,1.0,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-19-35.jpg,MESCHA,0.395,0.351,,,0.9387,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-19-37.jpg,MESCHA,0.6764,0.3936,,,0.9819,0.9186,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-20-00.jpg,SITTOR,0.607,0.5904,,,1.0,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-20-00.jpg,MESCHA,0.805,0.5071,,,0.9096,0.5976,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-20-02.jpg,MESCHA,0.8191,0.4752,,,0.9166,0.5958,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-20-02.jpg,SITTOR,0.584,0.594,,,0.997,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-20-04.jpg,MESCHA,0.8191,0.4645,,,0.9347,0.6171,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-20-06.jpg,MESCHA,0.4995,0.312,,,0.8222,0.704,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-20-09.jpg,MESCHA,0.3377,0.2871,,,0.5045,0.6881,
VALIDATION,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-20-15.jpg,MESBLE,0.6201,0.5656,,,1.0,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-20-32.jpg,MESCHA,0.1859,0.4166,,,0.3759,0.7661,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-20-35.jpg,MESCHA,0.6432,0.4042,,,1.0,0.8902,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-21-30.jpg,MESCHA,0.3811,0.3836,,,0.5499,0.6933,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-21-44.jpg,MESCHA,0.3628,0.1631,,,0.5417,0.6862,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-21-47.jpg,MESCHA,0.8251,0.19,,,1.0,0.6135,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-21-49.jpg,SITTOR,0.6093,0.5316,,,0.8726,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-21-52.jpg,SITTOR,0.4945,0.6011,,,0.8261,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-21-53.jpg,SITTOR,0.5116,0.3989,,,0.8131,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-21-55.jpg,SITTOR,0.5015,0.4113,,,0.8171,1.0,
VALIDATION,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-23-00.jpg,SITTOR,0.3347,0.5763,,,0.8442,0.9982,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-23-03.jpg,SITTOR,0.3859,0.5089,,,0.6895,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-23-05.jpg,SITTOR,0.4271,0.422,,,0.6935,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-23-07.jpg,SITTOR,0.3478,0.5231,,,0.988,0.9592,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-23-34.jpg,MESCHA,0.5005,0.2978,,,0.6915,0.727,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-23-36.jpg,MESBLE,0.5106,0.0,,,0.8483,0.4397,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-24-02.jpg,SITTOR,0.5488,0.6206,,,1.0,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-24-04.jpg,SITTOR,0.5307,0.4025,,,0.998,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-24-18.jpg,MESCHA,0.2081,0.3422,,,0.6975,0.711,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-24-22.jpg,MESCHA,0.3689,0.3493,,,0.7819,0.7678,
VALIDATION,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-24-51.jpg,SITTOR,0.6995,0.4893,,,0.996,0.9931,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-25-26.jpg,SITTOR,0.6261,0.4131,,,0.8623,0.86,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-25-27.jpg,SITTOR,0.5156,0.3102,,,1.0,0.8653,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-25-31.jpg,MESCHA,0.5417,0.5017,,,1.0,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-25-51.jpg,MESCHA,0.593,0.4557,,,1.0,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-26-11.jpg,MESCHA,0.7628,0.4699,,,1.0,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-27-09.jpg,MESCHA,0.5777,0.3989,,,1.0,0.8693,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-27-12.jpg,MESCHA,0.5809,0.3741,,,0.7769,0.7341,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-27-20.jpg,SITTOR,0.5035,0.4149,,,0.7789,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-27-24.jpg,MESCHA,0.403,0.3439,,,0.9307,0.9611,
VALIDATION,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-27-26.jpg,MESCHA,0.2101,0.3705,,,0.5305,0.6242,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-27-40.jpg,SITTOR,0.6654,0.3777,,,1.0,0.9806,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-27-42.jpg,SITTOR,0.5333,0.3819,,,0.995,0.9611,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-27-44.jpg,SITTOR,0.5066,0.4096,,,0.9789,0.9115,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-27-46.jpg,MESBLE,0.5544,0.5664,,,1.0,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-27-48.jpg,MESBLE,0.7496,0.6011,,,1.0,0.9361,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-27-59.jpg,MESCHA,0.3256,0.1329,,,0.5548,0.3262,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-27-59.jpg,MESCHA,0.4091,0.4911,,,0.797,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-28-06.jpg,MESCHA,0.0571,0.2666,,,0.4842,0.848,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-28-08.jpg,MESNON,0.403,0.0034,,,0.5729,0.234,
VALIDATION,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-28-08.jpg,MESCHA,0.189,0.3176,,,0.5297,0.8033,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-28-09.jpg,MESNON,0.5819,0.0087,,,0.7458,0.1861,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-28-36.jpg,SITTOR,0.5819,0.3669,,,0.8252,0.7253,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-28-40.jpg,MESBLE,0.7538,0.5071,,,1.0,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-29-08.jpg,SITTOR,0.597,0.3794,,,1.0,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-29-10.jpg,SITTOR,0.7055,0.5404,,,0.9699,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-29-12.jpg,SITTOR,0.4121,0.4397,,,0.9698,0.8796,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-29-14.jpg,MESCHA,0.5839,0.3471,,,1.0,0.989,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-29-16.jpg,MESCHA,0.4935,0.1045,,,1.0,1.0,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-29-23.jpg,ACCMOU,0.7286,0.4734,,,1.0,0.9895,
VALIDATION,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-29-25.jpg,ACCMOU,0.7789,0.4805,,,1.0,0.9806,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-29-26.jpg,ACCMOU,0.6493,0.4805,,,1.0,0.9806,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-29-30.jpg,ACCMOU,0.4768,0.4794,,,0.999,0.9476,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-29-32.jpg,ACCMOU,0.3799,0.4823,,,0.9538,0.9203,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-29-35.jpg,ACCMOU,0.0,0.3794,,,0.1317,0.7749,
TRAINING,/home/acarlier/OrnithoMate/p0133_bird_data/raw_data/task_05-01-2021/2021-01-05-16-29-38.jpg,ACCMOU,0.0,0.4273,,,0.2824,0.7767,
